brand,model,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,selling_price
mahindra,marazzo,2019,17000,Diesel,Dealer,Manual,First Owner,17.3,1497.0,121.0,300.0,8.0,2500.0,1000000
hyundai,elantra,2013,64000,Diesel,Dealer,Automatic,First Owner,14.62,1498.0,113.42,250.0,5.0,2750.0,650000
chevrolet,beat,2014,74321,Diesel,Dealer,Manual,First Owner,25.44,936.0,56.3,142.5,5.0,1750.0,190000
maruti,swift,2013,80235,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,409999
hyundai,creta,2016,77150,Diesel,Dealer,Automatic,First Owner,17.01,1582.0,126.2,259.9,5.0,2750.0,1050000
volkswagen,vento,2015,69000,Diesel,Dealer,Automatic,First Owner,22.15,1498.0,108.6,250.0,5.0,3000.0,651000
skoda,octavia,2010,116000,Diesel,Individual,Manual,First Owner,18.7,1896.0,66.0,210.0,5.0,1900.0,355000
hyundai,verna,2015,80000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.32,259.8,5.0,2750.0,600000
maruti,swift,2018,26000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,190.0,5.0,2000.0,685000
maruti,swift,2018,100000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,190.0,5.0,2000.0,509999
maruti,alto,2012,82300,CNG,Individual,Manual,Second Owner,20.0,796.0,38.4,62.0,5.0,3000.0,150000
maruti,swift,2017,82050,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,650000
toyota,etios,2012,74500,Diesel,Individual,Manual,First Owner,,,,,,,400000
mahindra,xuv500,2012,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,675000
renault,kwid,2018,30000,Petrol,Individual,Automatic,First Owner,24.04,999.0,67.0,91.0,5.0,4250.0,319000
honda,amaze,2019,6000,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,110.0,5.0,4800.0,640000
hyundai,i20,2017,30000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,650000
maruti,alto,2010,70000,CNG,Individual,Manual,Second Owner,20.0,796.0,38.4,62.0,5.0,3000.0,155000
maruti,swift,2008,120000,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,190.0,5.0,2000.0,175000
hyundai,grand,2014,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,160.0,5.0,2750.0,430000
tata,indica,2008,110000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,83.39,5.0,2500.0,65000
hyundai,accent,2009,70000,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,122.62,5.0,3500.0,150000
hyundai,i20,2019,13000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,114.73,5.0,4000.0,620000
maruti,ritz,2011,165000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,113.0,5.0,4500.0,275000
chevrolet,tavera,2013,120000,Diesel,Individual,Manual,Second Owner,13.58,2499.0,72.4,171.0,10.0,1800.0,454000
mahindra,tuv,2017,30000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,240.0,7.0,2800.0,600000
volkswagen,vento,2011,100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,250.0,5.0,2500.0,400000
mahindra,renault,2007,187000,Diesel,Individual,Manual,Second Owner,19.2,1461.0,65.0,156.96,5.0,2000.0,180000
maruti,vitara,2016,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750.0,750000
maruti,swift,2016,40000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113.0,5.0,4200.0,500000
honda,mobilio,2015,46000,Diesel,Individual,Manual,First Owner,24.5,1498.0,98.6,200.0,7.0,1750.0,1000000
maruti,baleno,2017,24400,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,190.0,5.0,2000.0,740000
volkswagen,vento,2018,29899,Diesel,Dealer,Automatic,First Owner,22.15,1498.0,108.6,250.0,5.0,3000.0,1290000
renault,lodgy,2017,34000,Diesel,Dealer,Manual,First Owner,21.04,1461.0,83.8,200.0,8.0,1900.0,695000
hyundai,elite,2018,31000,Petrol,Dealer,Automatic,First Owner,17.4,1197.0,81.86,117.0,5.0,4000.0,730000
chevrolet,trailblazer,2016,46000,Diesel,Dealer,Automatic,Second Owner,11.45,2776.0,197.2,500.0,7.0,2000.0,1295000
isuzu,mu,2016,121000,Diesel,Dealer,Automatic,First Owner,12.08,2999.0,161.0,333.0,7.0,3200.0,1160000
mercedes-benz,glc,2017,60000,Diesel,Dealer,Automatic,First Owner,0.0,1950.0,194.0,400.0,5.0,2800.0,3300000
maruti,celerio,2016,10000,Petrol,Dealer,Automatic,First Owner,23.1,998.0,67.04,90.0,5.0,3500.0,434999
mercedes-benz,gl-class,2018,6000,Diesel,Dealer,Automatic,First Owner,17.9,2143.0,170.0,400.0,5.0,2800.0,4600000
hyundai,creta,2015,59235,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.2,259.9,5.0,2750.0,850000
bmw,x4,2019,21000,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400.0,5.0,2500.0,5800000
honda,amaze,2014,48000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,200.0,5.0,1750.0,520000
mahindra,xylo,2018,114000,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,218.0,7.0,2600.0,650000
maruti,swift,2011,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,430000
hyundai,i20,2013,144000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.8,219.7,5.0,2750.0,360000
maruti,vitara,2016,190000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750.0,791000
toyota,innova,2015,190000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,200.0,7.0,3400.0,950000
maruti,swift,2019,20000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,190.0,5.0,2000.0,690000
maruti,swift,2012,100000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,371000
tata,indica,2008,60000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,68.0,127.53,5.0,2500.0,45000
ford,fiesta,2006,201000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,159.9,5.0,2000.0,55000
volkswagen,vento,2011,110000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,250.0,5.0,2500.0,240000
maruti,swift,2014,77215,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,495000
maruti,swift,2005,50000,Petrol,Individual,Manual,First Owner,,,,,,,170000
honda,jazz,2015,48228,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,110.0,5.0,4800.0,671000
maruti,swift,2010,72179,Diesel,Dealer,Manual,First Owner,,,,,,,352000
honda,city,2016,50856,Diesel,Dealer,Manual,First Owner,26.0,1498.0,98.6,200.0,5.0,1750.0,802999
maruti,swift,2015,59292,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,190.0,5.0,2000.0,495000
maruti,celerio,2018,10000,Petrol,Dealer,Automatic,First Owner,23.1,998.0,67.04,90.0,5.0,3500.0,545000
maruti,baleno,2018,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197.0,83.1,115.0,5.0,4000.0,775000
honda,city,2017,69000,Diesel,Dealer,Manual,First Owner,25.6,1498.0,97.9,200.0,5.0,1750.0,925000
maruti,swift,2018,16000,Diesel,Dealer,Automatic,First Owner,28.4,1248.0,74.0,190.0,5.0,2000.0,790000
maruti,baleno,2017,37000,Petrol,Dealer,Manual,First Owner,21.01,1197.0,81.8,113.0,5.0,4200.0,620000
maruti,celerio,2016,61173,Diesel,Dealer,Manual,First Owner,27.62,793.0,47.0,125.0,5.0,2000.0,375000
maruti,swift,2016,77321,Diesel,Dealer,Manual,First Owner,,,,,,,595000
audi,a4,2016,30000,Diesel,Dealer,Automatic,First Owner,18.25,1968.0,187.74,400.0,5.0,3000.0,2450000
mahindra,xuv500,2014,75000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,850000
maruti,baleno,2018,17000,Petrol,Dealer,Manual,First Owner,21.01,1197.0,81.8,113.0,5.0,4200.0,775000
maruti,swift,2008,100000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,190.0,5.0,2000.0,260000
mahindra,xuv500,2016,91567,Diesel,Individual,Automatic,Third Owner,16.0,2179.0,140.0,330.0,7.0,2800.0,1300000
maruti,celerio,2017,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,90.0,5.0,3500.0,380000
hyundai,grand,2017,60000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,113.75,5.0,4000.0,480000
hyundai,verna,2014,33400,Petrol,Individual,Manual,First Owner,17.43,1396.0,105.5,135.3,5.0,5000.0,500000
maruti,swift,2015,36000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,113.0,5.0,4200.0,420000
ford,figo,2011,180000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,130000
maruti,alto,2012,80000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90.0,5.0,3500.0,110000
maruti,alto,2007,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,120000
maruti,swift,2017,80000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,700000
maruti,swift,2018,120000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,550000
tata,indigo,2014,110000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,135.0,5.0,2500.0,190000
toyota,etios,2018,70000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,170.0,5.0,2400.0,665000
mahindra,xylo,2014,120000,Diesel,Individual,Manual,Second Owner,14.95,2489.0,93.7,218.0,7.0,2600.0,445000
hyundai,i20,2012,92686,Diesel,Dealer,Manual,Second Owner,21.9,1396.0,88.76,219.6,5.0,2750.0,340000
tata,manza,2012,80000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,200.0,5.0,3000.0,270000
mahindra,xuv500,2015,70000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,330.0,7.0,2800.0,1044999
maruti,swift,2009,117000,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,190.0,5.0,2000.0,279000
skoda,octavia,2007,100000,Diesel,Individual,Manual,Second Owner,16.6,1896.0,122.4,209.93,5.0,1900.0,250000
hyundai,verna,2012,83000,Petrol,Individual,Automatic,First Owner,15.74,1591.0,121.3,154.9,5.0,4200.0,475000
chevrolet,cruze,2016,67600,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.7,360.0,5.0,2000.0,750000
honda,amaze,2013,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,200.0,5.0,1750.0,445000
volkswagen,jetta,2010,100000,Diesel,Individual,Manual,First Owner,15.0,1896.0,105.0,250.16,5.0,1900.0,400000
hyundai,i20,2010,90000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,219.74,5.0,2750.0,350000
skoda,rapid,2012,140000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,250.0,5.0,2500.0,295000
maruti,swift,2018,25000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113.0,5.0,4200.0,600000
toyota,innova,2018,20000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,343.0,8.0,2800.0,1650000
maruti,800,2012,30000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,59.0,4.0,2500.0,100000
hyundai,i20,2018,42000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,710000
hyundai,eon,2018,10000,Petrol,Individual,Manual,Second Owner,20.3,998.0,68.05,94.14,5.0,3500.0,350000
maruti,alto,2012,13000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90.0,5.0,3500.0,220000
renault,triber,2019,6500,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,96.0,7.0,3500.0,700000
hyundai,eon,2013,49500,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5,5.0,4000.0,198000
hyundai,i20,2011,50000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,219.74,5.0,2750.0,350000
tata,indigo,2011,175000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,140.0,5.0,3000.0,210000
tata,indigo,2011,175000,Diesel,Individual,Manual,Second Owner,23.03,1396.0,69.0,140.0,5.0,3000.0,210000
hyundai,accent,2003,120000,Petrol,Individual,Manual,Third Owner,,,,,,,70000
maruti,ritz,2014,110000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,190.0,5.0,2000.0,375000
maruti,swift,2012,112048,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,114.0,5.0,4000.0,380000
honda,city,2010,98000,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,146.0,5.0,4800.0,360000
mahindra,xuv500,2015,41000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,944999
chevrolet,tavera,2016,120000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,171.0,10.0,1800.0,620000
toyota,platinum,2018,116000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,170.0,5.0,2400.0,780000
maruti,swift,2020,1000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113.0,5.0,4200.0,445000
hyundai,xcent,2018,15000,Petrol,Individual,Automatic,First Owner,17.36,1197.0,81.86,113.75,5.0,4000.0,575000
maruti,s-cross,2018,5000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,200.0,5.0,1750.0,975000
tata,tiago,2019,3500,Petrol,Individual,Manual,First Owner,23.84,1199.0,83.83,114.0,5.0,3500.0,450000
maruti,swift,2009,91000,Petrol,Individual,Manual,Second Owner,,,,,,,198000
ford,figo,2017,56000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,5.0,3000.0,495000
toyota,innova,2013,215000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,200.0,7.0,3400.0,830000
mahindra,xuv500,2012,40000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,800000
maruti,swift,2010,70000,Diesel,Individual,Manual,Third Owner,,,,,,,300000
maruti,ritz,2013,120000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,190.0,5.0,2000.0,300000
honda,brio,2017,30400,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,109.0,5.0,4500.0,480000
honda,br-v,2017,24000,Diesel,Dealer,Manual,First Owner,21.9,1498.0,98.6,200.0,7.0,1750.0,950000
honda,br-v,2017,30646,Petrol,Dealer,Manual,First Owner,15.4,1497.0,117.3,145.0,7.0,4600.0,840000
hyundai,verna,2017,15000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,259.9,5.0,2750.0,800000
volkswagen,vento,2017,50000,Diesel,Individual,Manual,First Owner,22.27,1498.0,108.6,250.0,5.0,3000.0,750000
hyundai,eon,2017,34000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,254999
mercedes-benz,b,2016,40000,Diesel,Individual,Automatic,Second Owner,19.7,2143.0,134.1,300.0,5.0,3000.0,1859000
volkswagen,ameo,2017,50000,Diesel,Individual,Automatic,First Owner,22.0,1498.0,108.495,250.0,5.0,3000.0,655000
ford,figo,2011,84000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,210000
hyundai,santro,2019,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086.0,68.0,99.0,5.0,4500.0,466000
ford,figo,2018,14681,Diesel,Dealer,Manual,First Owner,,,,,,,624000
ford,figo,2015,52000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,5.0,3000.0,580000
hyundai,santro,2019,18500,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,99.0,5.0,4500.0,430000
tata,indigo,2012,50000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,140.0,5.0,3000.0,155000
datsun,redigo,2017,35000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,91.0,5.0,4250.0,240000
toyota,etios,2016,15500,Petrol,Individual,Manual,First Owner,16.78,1496.0,88.73,132.0,5.0,3000.0,540000
tata,indigo,2013,120000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,135.0,5.0,2500.0,250000
tata,indigo,2012,60000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,140.0,5.0,3000.0,260000
ford,ecosport,2014,43011,Petrol,Dealer,Manual,First Owner,18.88,999.0,123.37,170.0,5.0,4500.0,550000
ford,figo,2017,15000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,5.0,3000.0,550000
mahindra,bolero,2011,110000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,180.0,7.0,1500.0,370000
maruti,alto,2005,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,62.0,5.0,3000.0,125000
tata,indica,2010,110000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,135.0,5.0,2500.0,200000
hyundai,i20,2016,80000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,220.0,5.0,2750.0,720000
ford,figo,2018,25000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112.0,5.0,4000.0,700000
hyundai,santro,2020,1000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.07,99.07,5.0,4500.0,500000
maruti,800,2007,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59.0,4.0,2500.0,125000
renault,lodgy,2015,80000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,200.0,8.0,1900.0,690000
jeep,compass,2017,120000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,350.0,5.0,2500.0,1550000
tata,indica,2013,110000,Petrol,Individual,Manual,Second Owner,15.3,1193.0,65.3,100.06,5.0,2600.0,170000
fiat,linea,2010,110000,Diesel,Individual,Manual,Third Owner,20.4,1248.0,91.7,209.0,5.0,2000.0,275000
toyota,innova,2007,200000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,200.12,8.0,3400.0,500000
volkswagen,jetta,2013,80000,Diesel,Individual,Manual,Second Owner,19.33,1968.0,138.1,320.0,5.0,2500.0,950000
maruti,swift,2019,24000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,802999
maruti,swift,2013,150000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190.0,5.0,2000.0,470000
renault,kwid,2015,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72.0,5.0,4386.0,300000
renault,duster,2014,116000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,248.0,5.0,2250.0,600000
mahindra,kuv,2018,30000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,190.0,6.0,2250.0,700000
mercedes-benz,gl-class,2014,33000,Diesel,Individual,Automatic,First Owner,11.3,2987.0,254.8,619.0,7.0,2400.0,3250000
volkswagen,ameo,2020,25000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,250.0,5.0,3000.0,800000
audi,a6,2014,60000,Diesel,Individual,Automatic,First Owner,17.68,1968.0,174.33,380.0,5.0,2500.0,2200000
hyundai,verna,2007,121000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,235.44,5.0,2750.0,245000
hyundai,verna,2010,120000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,235.44,5.0,2750.0,310000
hyundai,verna,2007,120000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,235.44,5.0,2750.0,245000
volkswagen,polo,2011,110000,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,110.0,5.0,3750.0,450000
volkswagen,jetta,2013,84000,Diesel,Individual,Automatic,Second Owner,16.96,1968.0,138.03,320.0,5.0,2500.0,850000
honda,cr-v,2004,120000,Petrol,Individual,Automatic,Third Owner,10.1,2354.0,152.0,215.0,5.0,3600.0,325000
hyundai,creta,2015,73500,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9,5.0,2750.0,1000000
hyundai,xcent,2016,34000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,180.4,5.0,2500.0,590000
nissan,kicks,2019,23000,Diesel,Individual,Manual,First Owner,20.45,1461.0,108.5,240.0,5.0,1750.0,1200000
ford,fiesta,2008,163000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,159.9,5.0,2000.0,175000
toyota,innova,2017,50000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,360.0,7.0,3400.0,2175000
honda,city,2019,10500,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,200.0,5.0,1750.0,1110000
mitsubishi,lancer,2000,280000,Diesel,Individual,Manual,Second Owner,14.8,1998.0,68.0,122.62,5.0,3000.0,150000
volkswagen,vento,2013,155000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,250.0,5.0,2500.0,325000
ford,fiesta,2010,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,159.9,5.0,2000.0,325000
honda,city,2008,75000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,124.59,5.0,2700.0,280000
maruti,estilo,2008,56000,Petrol,Individual,Manual,Third Owner,,,,,,,160000
honda,city,2014,120000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,200.0,5.0,1750.0,640000
tata,indica,2007,120000,Diesel,Individual,Manual,Third Owner,17.88,1396.0,52.8,85.0,5.0,2500.0,65000
skoda,octavia,2007,175000,Diesel,Individual,Manual,Second Owner,18.7,1896.0,66.0,210.0,5.0,1900.0,195000
maruti,wagon,2009,80000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90.0,5.0,3500.0,160000
maruti,celerio,2015,84000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,90.0,5.0,3500.0,330000
ford,figo,2010,50000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,102.0,5.0,4000.0,180000
hyundai,i10,2011,30000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,99.04,5.0,4500.0,300000
hyundai,i20,2018,2388,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,730000
hyundai,eon,2014,80000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5,5.0,4000.0,250000
ford,aspire,2018,13000,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,120.0,5.0,4250.0,690000
maruti,baleno,2016,35000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,115.0,5.0,4000.0,650000
mahindra,verito,2015,120000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,160.0,5.0,2000.0,380000
tata,zest,2014,50000,Petrol,Individual,Manual,Second Owner,17.57,1193.0,88.7,140.0,5.0,4000.0,360000
hyundai,verna,2012,110000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8,5.0,2750.0,590000
mahindra,xuv500,2013,70000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,750000
fiat,grande,2011,100000,Diesel,Individual,Manual,Third Owner,20.3,1248.0,75.0,197.0,5.0,1750.0,254999
hyundai,grand,2015,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,113.75,5.0,4000.0,499000
maruti,swift,2018,60000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,730000
renault,pulse,2012,75000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.12,160.0,5.0,2000.0,220000
maruti,swift,2006,110000,Petrol,Individual,Manual,Third Owner,,,,,,,229999
maruti,swift,2006,90000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,,,215000
tata,indica,2006,110000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,62.0,122.62,5.0,2500.0,100000
hyundai,accent,2004,120000,Petrol,Individual,Manual,Fourth & Above Owner,14.4,1599.0,94.0,122.62,5.0,3500.0,110000
tata,indica,2009,48000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,135.0,5.0,2500.0,152000
hyundai,i20,2014,72000,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,415000
maruti,swift,2015,51000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,113.0,5.0,4200.0,475000
maruti,ignis,2017,29000,Petrol,Dealer,Manual,First Owner,20.89,1197.0,81.8,113.0,5.0,4200.0,525000
maruti,wagon,2015,28000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,113.0,5.0,4200.0,365000
maruti,swift,2011,97000,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,375000
maruti,swift,2018,59000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,765000
maruti,swift,2019,27000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,770000
mahindra,xuv500,2014,69000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,780000
maruti,s-cross,2018,15000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,200.0,5.0,1750.0,990000
maruti,swift,2019,35700,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,800000
hyundai,verna,2012,120000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,259.8,5.0,2750.0,350000
volkswagen,polo,2013,120000,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,180.0,5.0,2000.0,325000
volkswagen,polo,2013,80000,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,180.0,5.0,2000.0,360000
maruti,alto,2010,120000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90.0,5.0,3500.0,148000
maruti,baleno,2017,36000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,190.0,5.0,2000.0,670000
toyota,etios,2014,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,170.0,5.0,2400.0,430999
maruti,omni,2017,9000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,59.0,8.0,2500.0,260000
tata,nano,2012,50000,Petrol,Individual,Manual,Second Owner,25.4,624.0,37.48,51.0,4.0,500.0,70000
renault,kwid,2019,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,91.0,5.0,4250.0,300000
mahindra,xylo,2011,130000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,260.0,7.0,2200.0,150000
ford,figo,2010,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,260000
maruti,swift,2012,90000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,320000
tata,nexon,2018,35000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,170.0,5.0,4000.0,700000
volkswagen,polo,2012,80000,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,110.0,5.0,3750.0,415000
maruti,swift,2008,120000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,190.0,5.0,2000.0,260000
toyota,etios,2015,30000,Petrol,Individual,Manual,First Owner,17.71,1197.0,78.9,104.0,5.0,3100.0,515000
